Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlObvPoss,Dim,NONE,Pej,NONE,ObvSg,odawemaanzhishini,w<<dawemaaw2>>nzhishiniw1,GUESS,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,Poss,Pej,NONE,ObvSg,nidawemaansimishan,n<<dawemaaw2>>nsimishan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,Poss,Pej,NONE,ObvSg,nidawemaansimishinaanin,n<<dawemaaw2>>nsimishinaanin,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,Poss,Pej,NONE,ObvSg,gidawemaansimishinaanin,g<<dawemaaw2>>nsimishinaanin,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,Poss,Pej,NONE,ObvSg,gidawemaansimishan,g<<dawemaaw2>>nsimishan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,Poss,Pej,NONE,ObvSg,gidawemaansimishiwaan,g<<dawemaaw2>>nsimishiwaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgProxPoss,Dim,Poss,Pej,NONE,ObvSg,odawemaansimishan,w<<dawemaaw2>>nsimishan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlProxPoss,Dim,Poss,Pej,NONE,ObvSg,odawemaansimishiwaan,w<<dawemaaw2>>nsimishiwaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3SgObvPoss,Dim,Poss,Pej,NONE,ObvSg,odawemaansimishini,w<<dawemaaw2>>nsimishiniw1,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,3PlObvPoss,Dim,Poss,Pej,NONE,ObvSg,odawemaansimishini,w<<dawemaaw2>>nsimishiniw1,GUESS,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,NONE,NONE,NONE,ProxPl,nidawemaag,n<<dawemaaw2>>g,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,NONE,NONE,NONE,ProxPl,nidawemaanaanig,n<<dawemaaw2>>naanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,NONE,NONE,NONE,ProxPl,gidawemaanaanig,g<<dawemaaw2>>naanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,NONE,NONE,NONE,ProxPl,gidawemaag,g<<dawemaaw2>>g,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,NONE,NONE,NONE,ProxPl,gidawemaawaag,g<<dawemaaw2>>waag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,Poss,NONE,NONE,ProxPl,nidawemaamag,n<<dawemaaw2>>mag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,Poss,NONE,NONE,ProxPl,nidawemaaminaanig,n<<dawemaaw2>>minaanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,Poss,NONE,NONE,ProxPl,gidawemaaminaanig,g<<dawemaaw2>>minaanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,Poss,NONE,NONE,ProxPl,gidawemaamag,g<<dawemaaw2>>mag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,Poss,NONE,NONE,ProxPl,gidawemaamiwaag,g<<dawemaaw2>>miwaag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,NONE,NONE,NONE,ProxPl,nidawemaansag,n<<dawemaaw2>>nsag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,NONE,NONE,NONE,ProxPl,nidawemaansinaanig,n<<dawemaaw2>>nsinaanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,NONE,NONE,NONE,ProxPl,gidawemaansinaanig,g<<dawemaaw2>>nsinaanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,NONE,NONE,NONE,ProxPl,gidawemaansag,g<<dawemaaw2>>nsag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,NONE,NONE,NONE,ProxPl,gidawemaansiwaag,g<<dawemaaw2>>nsiwaag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,Poss,NONE,NONE,ProxPl,nidawemaansimag,n<<dawemaaw2>>nsimag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,Poss,NONE,NONE,ProxPl,nidawemaansiminaanig,n<<dawemaaw2>>nsiminaanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,Poss,NONE,NONE,ProxPl,gidawemaansiminaanig,g<<dawemaaw2>>nsiminaanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,Poss,NONE,NONE,ProxPl,gidawemaansimag,g<<dawemaaw2>>nsimag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,Poss,NONE,NONE,ProxPl,gidawemaansimiwaag,g<<dawemaaw2>>nsimiwaag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,NONE,Pej,NONE,ProxPl,nidawemaawishag,n<<dawemaaw2>>ishag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,NONE,Pej,NONE,ProxPl,nidawemaawishinaanig,n<<dawemaaw2>>ishinaanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,NONE,Pej,NONE,ProxPl,gidawemaawishinaanig,g<<dawemaaw2>>ishinaanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,NONE,Pej,NONE,ProxPl,gidawemaawishag,g<<dawemaaw2>>ishag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,NONE,Pej,NONE,ProxPl,gidawemaawishiwaag,g<<dawemaaw2>>ishiwaag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,Poss,Pej,NONE,ProxPl,nidawemaamishag,n<<dawemaaw2>>mishag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,Poss,Pej,NONE,ProxPl,nidawemaamishinaanig,n<<dawemaaw2>>mishinaanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,Poss,Pej,NONE,ProxPl,gidawemaamishinaanig,g<<dawemaaw2>>mishinaanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,Poss,Pej,NONE,ProxPl,gidawemaamishag,g<<dawemaaw2>>mishag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,Poss,Pej,NONE,ProxPl,gidawemaamishiwaag,g<<dawemaaw2>>mishiwaag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,NONE,NONE,Pret,ProxPl,nidawemaabaniig,n<<dawemaaw2>>baniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,NONE,NONE,Pret,ProxPl,nidawemaanaabaniig,n<<dawemaaw2>>naabaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,NONE,NONE,Pret,ProxPl,gidawemaanaabaniig,g<<dawemaaw2>>naabaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,NONE,NONE,Pret,ProxPl,gidawemaabaniig,g<<dawemaaw2>>baniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,NONE,NONE,Pret,ProxPl,gidawemaawaabaniig,g<<dawemaaw2>>waabaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,Poss,NONE,Pret,ProxPl,nidawemaamibaniig,n<<dawemaaw2>>mibaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,Poss,NONE,Pret,ProxPl,nidawemaaminaabaniig,n<<dawemaaw2>>minaabaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,Poss,NONE,Pret,ProxPl,gidawemaaminaabaniig,g<<dawemaaw2>>minaabaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,Poss,NONE,Pret,ProxPl,gidawemaamibaniig,g<<dawemaaw2>>mibaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,Poss,NONE,Pret,ProxPl,gidawemaamiwaabaniig,g<<dawemaaw2>>miwaabaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,NONE,NONE,Pret,ProxPl,nidawemaansibaniig,n<<dawemaaw2>>nsibaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,NONE,NONE,Pret,ProxPl,nidawemaansinaabaniig,n<<dawemaaw2>>nsinaabaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,NONE,NONE,Pret,ProxPl,gidawemaansinaabaniig,g<<dawemaaw2>>nsinaabaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,NONE,NONE,Pret,ProxPl,gidawemaansibaniig,g<<dawemaaw2>>nsibaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,NONE,NONE,Pret,ProxPl,gidawemaansiwaabaniig,g<<dawemaaw2>>nsiwaabaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,Poss,NONE,Pret,ProxPl,nidawemaansimibaniig,n<<dawemaaw2>>nsimibaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,Poss,NONE,Pret,ProxPl,nidawemaansiminaabaniig,n<<dawemaaw2>>nsiminaabaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,Poss,NONE,Pret,ProxPl,gidawemaansiminaabaniig,g<<dawemaaw2>>nsiminaabaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,Poss,NONE,Pret,ProxPl,gidawemaansimibaniig,g<<dawemaaw2>>nsimibaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,Poss,NONE,Pret,ProxPl,gidawemaansimiwaabaniig,g<<dawemaaw2>>nsimiwaabaniig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,NONE,Pej,NONE,ProxPl,nidawemaanzhishag,n<<dawemaaw2>>nzhishag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,NONE,Pej,NONE,ProxPl,nidawemaanzhishinaanig,n<<dawemaaw2>>nzhishinaanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,NONE,Pej,NONE,ProxPl,gidawemaanzhishinaanig,g<<dawemaaw2>>nzhishinaanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,NONE,Pej,NONE,ProxPl,gidawemaanzhishag,g<<dawemaaw2>>nzhishag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,NONE,Pej,NONE,ProxPl,gidawemaanzhishiwaag,g<<dawemaaw2>>nzhishiwaag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,Poss,Pej,NONE,ProxPl,nidawemaansimishag,n<<dawemaaw2>>nsimishag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,Poss,Pej,NONE,ProxPl,nidawemaansimishinaanig,n<<dawemaaw2>>nsimishinaanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,Poss,Pej,NONE,ProxPl,gidawemaansimishinaanig,g<<dawemaaw2>>nsimishinaanig,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,Poss,Pej,NONE,ProxPl,gidawemaansimishag,g<<dawemaaw2>>nsimishag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,Poss,Pej,NONE,ProxPl,gidawemaansimishiwaag,g<<dawemaaw2>>nsimishiwaag,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,NONE,NONE,NONE,ProxSg,nidawemaa,n<<dawemaaw2>>,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,NONE,NONE,NONE,ProxSg,nidawemaanaan,n<<dawemaaw2>>naan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,NONE,NONE,NONE,ProxSg,gidawemaanaan,g<<dawemaaw2>>naan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,NONE,NONE,NONE,ProxSg,gidawemaa,g<<dawemaaw2>>,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,NONE,NONE,NONE,ProxSg,gidawemaawaa,g<<dawemaaw2>>waa,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,Poss,NONE,NONE,ProxSg,nidawemaam,n<<dawemaaw2>>m,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,Poss,NONE,NONE,ProxSg,nidawemaaminaan,n<<dawemaaw2>>minaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,Poss,NONE,NONE,ProxSg,gidawemaaminaan,g<<dawemaaw2>>minaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,Poss,NONE,NONE,ProxSg,gidawemaaminaan,g<<dawemaaw2>>minaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,Poss,NONE,NONE,ProxSg,gidawemaamiwaa,g<<dawemaaw2>>miwaa,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,NONE,NONE,NONE,ProxSg,nidawemaans,n<<dawemaaw2>>ns,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,NONE,NONE,NONE,ProxSg,nidawemaansinaan,n<<dawemaaw2>>nsinaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,NONE,NONE,NONE,ProxSg,gidawemaansinaan,g<<dawemaaw2>>nsinaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,NONE,NONE,NONE,ProxSg,gidawemaans,g<<dawemaaw2>>ns,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,NONE,NONE,NONE,ProxSg,gidawemaansiwaa,g<<dawemaaw2>>nsiwaa,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,Poss,NONE,NONE,ProxSg,nidawemaansim,n<<dawemaaw2>>nsim,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,Poss,NONE,NONE,ProxSg,nidawemaansiminaan,n<<dawemaaw2>>nsiminaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,Poss,NONE,NONE,ProxSg,gidawemaansiminaan,g<<dawemaaw2>>nsiminaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,Poss,NONE,NONE,ProxSg,gidawemaansiminaan,g<<dawemaaw2>>nsiminaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,Poss,NONE,NONE,ProxSg,gidawemaansimiwaa,g<<dawemaaw2>>nsimiwaa,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,NONE,Pej,NONE,ProxSg,nidawemaawish,n<<dawemaaw2>>ish,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,NONE,Pej,NONE,ProxSg,nidawemaawishinaan,n<<dawemaaw2>>ishinaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,NONE,Pej,NONE,ProxSg,gidawemaawishinaan,g<<dawemaaw2>>ishinaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,NONE,Pej,NONE,ProxSg,gidawemaawish,g<<dawemaaw2>>ish,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,NONE,Pej,NONE,ProxSg,gidawemaawishiwaa,g<<dawemaaw2>>ishiwaa,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,Poss,Pej,NONE,ProxSg,nidawemaamish,n<<dawemaaw2>>mish,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,Poss,Pej,NONE,ProxSg,nidawemaamishinaan,n<<dawemaaw2>>mishinaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,Poss,Pej,NONE,ProxSg,gidawemaamishinaan,g<<dawemaaw2>>mishinaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,Poss,Pej,NONE,ProxSg,gidawemaamishinaan,g<<dawemaaw2>>mishinaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,Poss,Pej,NONE,ProxSg,gidawemaamishiwaa,g<<dawemaaw2>>mishiwaa,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,NONE,NONE,Pret,ProxSg,nidawemaaban,n<<dawemaaw2>>ban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,NONE,NONE,Pret,ProxSg,nidawemaanaaban,n<<dawemaaw2>>naaban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,NONE,NONE,Pret,ProxSg,gidawemaanaaban,g<<dawemaaw2>>naaban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,NONE,NONE,Pret,ProxSg,gidawemaaban,g<<dawemaaw2>>ban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,NONE,NONE,Pret,ProxSg,gidawemaawaaban,g<<dawemaaw2>>waaban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,NONE,Poss,NONE,Pret,ProxSg,nidawemaamiban,n<<dawemaaw2>>miban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,NONE,Poss,NONE,Pret,ProxSg,nidawemaaminaaban,n<<dawemaaw2>>minaaban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,NONE,Poss,NONE,Pret,ProxSg,gidawemaaminaaban,g<<dawemaaw2>>minaaban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,NONE,Poss,NONE,Pret,ProxSg,gidawemaamiban,g<<dawemaaw2>>miban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,NONE,Poss,NONE,Pret,ProxSg,gidawemaamiwaaban,g<<dawemaaw2>>miwaaban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,NONE,NONE,Pret,ProxSg,nidawemaansiban,n<<dawemaaw2>>nsiban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,NONE,NONE,Pret,ProxSg,nidawemaansinaaban,n<<dawemaaw2>>nsinaaban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,NONE,NONE,Pret,ProxSg,gidawemaansinaaban,g<<dawemaaw2>>nsinaaban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,NONE,NONE,Pret,ProxSg,gidawemaansiban,g<<dawemaaw2>>nsiban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,NONE,NONE,Pret,ProxSg,gidawemaansiwaaban,g<<dawemaaw2>>nsiwaaban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,Poss,NONE,Pret,ProxSg,nidawemaansimiban,n<<dawemaaw2>>nsimiban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,Poss,NONE,Pret,ProxSg,nidawemaansiminaaban,n<<dawemaaw2>>nsiminaaban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,Poss,NONE,Pret,ProxSg,gidawemaansiminaaban,g<<dawemaaw2>>nsiminaaban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,Poss,NONE,Pret,ProxSg,gidawemaansimiban,g<<dawemaaw2>>nsimiban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,Poss,NONE,Pret,ProxSg,gidawemaansimiwaaban,g<<dawemaaw2>>nsimiwaaban,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,NONE,Pej,NONE,ProxSg,nidawemaanzhish,n<<dawemaaw2>>nzhish,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,NONE,Pej,NONE,ProxSg,nidawemaanzhishinaan,n<<dawemaaw2>>nzhishinaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,NONE,Pej,NONE,ProxSg,gidawemaanzhishinaan,g<<dawemaaw2>>nzhishinaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,NONE,Pej,NONE,ProxSg,gidawemaanzhish,g<<dawemaaw2>>nzhish,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,NONE,Pej,NONE,ProxSg,gidawemaanzhishiwaa,g<<dawemaaw2>>nzhishiwaa,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,1SgPoss,Dim,Poss,Pej,NONE,ProxSg,nidawemaansimish,n<<dawemaaw2>>nsimish,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,ExclPoss,Dim,Poss,Pej,NONE,ProxSg,nidawemaansimishinaan,n<<dawemaaw2>>nsimishinaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,InclPoss,Dim,Poss,Pej,NONE,ProxSg,gidawemaansimishinaan,g<<dawemaaw2>>nsimishinaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2SgPoss,Dim,Poss,Pej,NONE,ProxSg,gidawemaansimishinaan,g<<dawemaaw2>>nsimishinaan,JDN-2010-Nouns,,,
NAD,NAD_VV,dawemaaw,dawemaaw2,2PlPoss,Dim,Poss,Pej,NONE,ProxSg,gidawemaansimishiwaa,g<<dawemaaw2>>nsimishiwaa,JDN-2010-Nouns,,,NAD,NAD_VVny,daangosheny,daangosheny1,1SgPoss,NONE,NONE,NONE,NONE,Loc,nindaangoshenying,n<<daangosheny1>>ing,JDN-2010-Nouns,,,
NAD,NAD_VVny,daangosheny,daangosheny1,ExclPoss,NONE,NONE,NONE,NONE,Loc,nindaangoshenyinaang,n<<daangosheny1>>inaang,JDN-2010-Nouns,,,
NAD,NAD_VVny,daangosheny,daangosheny1,InclPoss,NONE,NONE,NONE,NONE,Loc,gidaangoshenyinaang,g<<daangosheny1>>inaang,JDN-2010-Nouns,,,
NAD,NAD_VVny,daangosheny,daangosheny1,2SgPoss,NONE,NONE,NONE,NONE,Loc,gidaangoshenying,g<<daangosheny1>>ing,JDN-2010-Nouns,,,
NAD,NAD_VVny,daangosheny,daangosheny1,2PlPoss,NONE,NONE,NONE,NONE,Loc,gidaangoshenyiwaang,g<<daangosheny1>>iwaang,JDN-2010-Nouns,,,
NAD,NAD_VVny,daangosheny,daangosheny1,3SgProxPoss,NONE,NONE,NONE,NONE,Loc,odaangoshenying,w<<daangosheny1>>ing,JDN-2010-Nouns,,,
NAD,NAD_VVny,daangosheny,daangosheny1,3PlProxPoss,NONE,NONE,NONE,NONE,Loc,odaangoshenyiwaang,w<<daangosheny1>>iwaang,JDN-2010-Nouns,,,
NAD,NAD_VVny,daangosheny,daangosheny1,3SgObvPoss,NONE,NONE,NONE,NONE,Loc,odaangoshenyining,w<<daangosheny1>>ining,JDN-2010-Nouns,,,
NAD,NAD_VVny,daangosheny,daangosheny1,3PlObvPoss,NONE,NONE,NONE,NONE,Loc,odaangoshenyining,w<<daangosheny1>>ining,GUESS,,,
NAD,NAD_VVny,daangosheny,daangosheny1,1SgPoss,NONE,Poss,NONE,NONE,Loc,nindaangoshenyiming,n<<daangosheny1>>iming,JDN-2010-Nouns,,,
NAD,NAD_VVny,daangosheny,daangosheny1,ExclPoss,NONE,Poss,NONE,NONE,Loc,nindaangoshenyiminaang,n<<daangosheny1>>iminaang,JDN-2010-Nouns,,,
